id,orig_path,label,sc_class,source
safe_249_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19978f2906d8f92c4e74b987be2ceeea279637969ff84d0a0b348e6cc3c3642a.sol",safe,SAFE,bccc
safe_250_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7ba0ec954a3b46bfa0166f2ddd6017c80357d6ed8c32604eeb9e452fa51fe332.sol",safe,SAFE,bccc
safe_251_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80e9fcaf49741c923df76843778e6370bfb444a8d071e737c2a1df1054301e8a.sol",safe,SAFE,bccc
safe_252_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/199faeb5096ecde88b1eb48353b91447ce9926a97e8b03309dac260b565adb3a.sol",safe,SAFE,bccc
safe_253_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7ba6bff075ced52f5fbbf7fd0f96088c042151c48ed25fd4f3d6544d40db1446.sol",safe,SAFE,bccc
safe_254_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80f7ae4d9ba7ecc5334ebc6c9bc71970d68dde258a25fdd01156b875c05c66c5.sol",safe,SAFE,bccc
safe_255_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/011864e8340bf239dd6e9c781e453b8677bdbccc56abdfda227af5ab10e19c00.sol",safe,SAFE,bccc
safe_256_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/80fde4431836561fa3539bddef4e602e2c8e0eea05ea55771a0c397f7a5cd793.sol",safe,SAFE,bccc
safe_257_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19aceaf61bc0b4b9134f5e2f59fa6c2be5eaf05d89d4e7c01118b2017723550c.sol",safe,SAFE,bccc
safe_258_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7bb2fefc6afd984093475d9889b475c5a5456a2a13eb5328ca55b4a25af92a62.sol",safe,SAFE,bccc
safe_259_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/8104ed1541c15ec1a6f895d40099166ecbf4da5c893dcdad7fc4e5fcd9874c9d.sol",safe,SAFE,bccc
safe_260_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19b2347dbb3b963b85ee1206b523c3fd7ecf207a1b3822dff59320dec70b4e4b.sol",safe,SAFE,bccc
safe_261_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7bbbc49c93f02dcf6374c74d1f12e9f9bca85235d681f6463c578f9ed622dcb6.sol",safe,SAFE,bccc
safe_262_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/0186bf6de5d7f85715dcf5400a38874bd157b7a4aac0a55b426933f2bba8b692.sol",safe,SAFE,bccc
safe_263_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7bbd21675a11418072ca3622fbbe59e067921feac16991c887b9ba2f9feea640.sol",safe,SAFE,bccc
safe_264_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/810f481474a51bf72fde40a0444dc0900fa645768b61e035915a7e9f89b75cd5.sol",safe,SAFE,bccc
safe_265_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19cb8b3358e9bcdde858243048fe45d2e3d4262432f32e0b139bccabce572bd0.sol",safe,SAFE,bccc
safe_266_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7bbfe47b93098df039c5a976c713b602c903c38e48794b14f483acd00d4c900e.sol",safe,SAFE,bccc
safe_267_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/8111f232f15987aacb536cc8e717d239c4b51028db2748eabf5cd3ac4620ad80.sol",safe,SAFE,bccc
safe_268_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19d17f7d24d48c3607f7b8d9323b15d9e78074a8c82860c83aa680ddfa4d05f6.sol",safe,SAFE,bccc
safe_269_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/019d0fe84ca79e08b3e48a6494e4dbbd414933d5c7abafdf13b91e4bfeaf7a6c.sol",safe,SAFE,bccc
safe_270_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19d458cd87c11dc8298bd375656b55d9994bcb760a1b80643bc07d149dff3c7f.sol",safe,SAFE,bccc
safe_271_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7bcce4478d258666266786cae7913cb445af7d24b0d4e1b942217d79834c7382.sol",safe,SAFE,bccc
safe_272_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/811728d3dc0fdbd43704220d56c12f1a0f9c88cb99aa41427205f96a4097a595.sol",safe,SAFE,bccc
safe_273_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19debc6242b4aece35a90b78d399c2a2b28191f8745c59851334de610976954d.sol",safe,SAFE,bccc
safe_274_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7bcfdfff4845d51da64a20252073d6bbcac022b9b4b67600d2b2a1dbac994ca5.sol",safe,SAFE,bccc
safe_275_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/811fe9d6364ebc1e6265041c84f63caa950dd99f5eeef41e0d6d9b1f5178a53c.sol",safe,SAFE,bccc
safe_276_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/013f2705a33f6132f249926ebfa24e7e50f12a674ae6bb29afe88c92d11c6046.sol",safe,SAFE,bccc
safe_277_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/81243a90a7349fecdece5f2c7b1839b38bb6092c06dbf04fa79e97bcf418de38.sol",safe,SAFE,bccc
safe_278_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19eceba27e9f2efccaf2f4fb576bb735d475f7d1cc2bbde720f03081a1a07962.sol",safe,SAFE,bccc
safe_279_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7bdd204734394d43b7a34688bacba9335dc68ab7a5454f56bb5b46fa3f414c33.sol",safe,SAFE,bccc
safe_280_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/812e9cde240ce9b9f0959e112c185ef77c469ffbfd9679357ffe5568c3f9bd3b.sol",safe,SAFE,bccc
safe_281_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19f4bae790ce1775477338d50322ef8501815d92fda131389eede46278476b28.sol",safe,SAFE,bccc
safe_282_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7be50300959ae068cc93d695d191e04b5e3ef183a895413f3dac8baf73da41db.sol",safe,SAFE,bccc
safe_283_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/01c2258bf0f526e1df763790032e7ba30de056fe74beb63a3be4819502639594.sol",safe,SAFE,bccc
safe_284_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7be6d93cc09419c1ae2fa60dbc5d4493b69c9fec6084d7ff49498c65d9973735.sol",safe,SAFE,bccc
safe_285_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/8136164a16b7990799b2a638c6b713a8ff357b3890b33f7967f424698ef3e2bf.sol",safe,SAFE,bccc
safe_286_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/19fe1dfe6a5add2ca2d067bdaecba89ef9a61369ddd773367c876e933ed0e9ef.sol",safe,SAFE,bccc
safe_287_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7bf4489a109706027d3362edf9e9d2fbebe0ba04014e26d1dd5bfd835539b0e9.sol",safe,SAFE,bccc
safe_288_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/81417cea8da060385ac65832f1692a7d27344afe7584c7881ed0500e26cef8d2.sol",safe,SAFE,bccc
safe_289_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/1a0b9dee8992e37fe1471caee9396fdeb3e7af462bf5a98a1e203409bbf00ee2.sol",safe,SAFE,bccc
safe_290_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/01cf6199f6c2396b938519ca7dc156c2a1f9ea564118e062cd4203d3ac7bec22.sol",safe,SAFE,bccc
safe_291_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/1a0f6fdd402d7c3ac535e9e2127a4236fcb4793346996c3a14df05c494d77c52.sol",safe,SAFE,bccc
safe_292_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7bfd3a8ba4d907225dbcafaf582992e96a5c2ddd41bb0f5a0e99d8255cc12d29.sol",safe,SAFE,bccc
safe_293_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/8156e0abc89c6e5968db95be9f3e8b80e78c99ed251f9cf663a612dcda9d1ac5.sol",safe,SAFE,bccc
safe_294_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/1a153224ceb6ed3ca41319a2e8a7e84c9a32e05d0de209f7781998afa08e650a.sol",safe,SAFE,bccc
safe_295_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7c03386070fcd7fa0385ad2252b526ac1eba859508307e153cbb9d9c1e33fdd5.sol",safe,SAFE,bccc
safe_296_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/815dfd207f4b2c011137dba883b6f0521c1feabbf3cfbbc9a96748440349aa12.sol",safe,SAFE,bccc
safe_297_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/0176b1f335e6a278d7fe7af64f1840ba779317c252d374b92a67d89f841bc9b1.sol",safe,SAFE,bccc
safe_298_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/815fc8ff65d8f4c6fe69aefc89634fd1fc01f86f9bd59d25cf24174b83ddc1f2.sol",safe,SAFE,bccc
safe_299_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/1a25e670596f8362916feaa09f2a1ed126c7a84449d6ad90e33942aa723a7b4c.sol",safe,SAFE,bccc
safe_300_SAFE,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/NonVulnerable/7c116412fee104e6c0eb7f12af226174cd1dbfd7c926237b1fa95cb65b12be8e.sol",safe,SAFE,bccc
vuln_301_SC01,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/WeakAccessMod/cffa30ca0e1496729a77c27946c749674ab4c3f34deb4bc2eb30084cc266722d.sol",vuln,SC01,bccc_repl
vuln_302_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/4519de0a1a5e5550e1191b8671336dd2ff172b4f3459b2c400ba56e0e95584d3.sol",vuln,SC06,bccc_repl
vuln_303_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/06ad1dd7775549c700dd2cf5b2f1b8dd25da3a5899d72a274c07da4bd0ecf5ee.sol",vuln,SC06,bccc_repl
vuln_304_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/452bffb33bc7e0cc820c292d3142a740b20381fc21cf4f90bcdbb265b9474acc.sol",vuln,SC06,bccc_repl
vuln_305_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/28c37c45b2900bd05b84888e2855090d6adcaa11f6d314308224407476810904.sol",vuln,SC06,bccc_repl
vuln_306_SC06,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/CallToUnknown/45407580e8ec969a12ea72b3c5a20d8f56edbf1cfd2569b9f367469e0f1fb2b1.sol",vuln,SC06,bccc_repl
vuln_307_SC08,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Reentrancy/cb64c06701d27dede47a3c9e2803b08a1b4a6a24af8c06d264e9bea73a3e50fb.sol",vuln,SC08,bccc_repl
vuln_308_SC08,"/home/andrei/Рабочий стол/Kursovaya/Diplom/BCCC-SCsVul-2024/SourceCodes/Source Codes/Reentrancy/cb6c44460adafb6588f8a0e7e4611d36e760feb63c95e82638385457b05c0198.sol",vuln,SC08,bccc_repl
